Orden;Artículo;Descripción:;Descripción:;Dpto;Instalación;Oper;CBT;Última actividad;Fecha de creación
M102700;99739;Armado Tapas;TAPA VASO 9-12ozP1 BLCO CALNTE;VASO;VAS05;10;P;21/04/2025;5/03/2024
M102720;99740;Armado Tapas;TAPA VASO 9-12ozP2 TRANSP FRIO;VASO;VAS05;10;P;30/04/2025;5/03/2024
M102730;SE000423;Guillotina;ENVOLTURA MEDIACARTA 42 X 38 P;CONV;GL652;10;4;30/04/2025;28/06/2007
M102770;10310;Conversion;BOND BLANCO A.B. 75gr 60 X 90;CONV;CN605;10;P;30/04/2025;8/05/2019
M102770;10310;Calibrado;BOND BLANCO A.B. 75gr 60 X 90;CONV;CL001;20;P;30/04/2025;13/02/2007
M102770;10310;Empaque;BOND BLANCO A.B. 75gr 60 X 90;CONV;MT002;30;P;30/04/2025;19/01/2013
M102780;17967;Click Microplex;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;IV001;10;C;30/04/2025;24/05/2016
M102780;17967;Click Ibm;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;IV002;20;C;30/04/2025;24/05/2016
M102780;17967;Hojeado Bowe;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;FC155;30;4;30/04/2025;27/08/2007
M102780;17967;Imp Microplex;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;IV001;40;4;30/04/2025;24/05/2016
M102780;17967;Imp Ibm Invisible;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;IV002;50;4;30/04/2025;24/05/2016
M102780;17967;Imp Ibm Rojo;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;IV002;60;4;30/04/2025;24/05/2016
M102780;17967;Kerning;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;IV003;70;4;30/04/2025;24/05/2016
M102780;17967;Revsion Y Empaque;HJ 8 1/2 X 8 1/2 CHQ GERENCIA;LIBR;MT003;80;4;30/04/2025;11/10/2016
M102790;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;30/04/2025;17/01/2007
M102790;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;30/04/2025;13/02/2007
M102790;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;30/04/2025;19/01/2013
M102810;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;30/04/2025;17/01/2007
M102810;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;30/04/2025;13/02/2007
M102810;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;30/04/2025;19/01/2013
M102820;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;28/04/2025;17/01/2007
M102820;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;28/04/2025;13/02/2007
M102820;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;28/04/2025;19/01/2013
M102830;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;30/04/2025;17/01/2007
M102830;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;30/04/2025;13/02/2007
M102830;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;30/04/2025;19/01/2013
M102840;SE8159950;Troquelado;TROQ CARTULINA 225 GR 9 OZ P1;VASO;VAS01;10;4;30/04/2025;3/01/2023
M102850;59950;Armadora De Vasos;VASO 9 OZ CALIENTE BLANCO;VASO;VAS02;10;P;30/04/2025;3/01/2023
M102850;59950;Rebobinado (7,4 );VASO 9 OZ CALIENTE BLANCO;TERC;TR001;20;C;30/04/2025;22/05/2007
M102890;394;Conversion;BRISTOL BCO 150 GR 70 X100;CONV;CN605;10;P;29/04/2025;8/05/2019
M102890;394;Calibrado;BRISTOL BCO 150 GR 70 X100;CONV;CL001;20;P;29/04/2025;13/02/2007
M102890;394;Empaque;BRISTOL BCO 150 GR 70 X100;CONV;MT002;30;P;29/04/2025;19/01/2013
M102900;394;Conversion;BRISTOL BCO 150 GR 70 X100;CONV;CN605;10;P;29/04/2025;8/05/2019
M102900;394;Calibrado;BRISTOL BCO 150 GR 70 X100;CONV;CL001;20;P;29/04/2025;13/02/2007
M102900;394;Empaque;BRISTOL BCO 150 GR 70 X100;CONV;MT002;30;P;29/04/2025;19/01/2013
M102910;394;Conversion;BRISTOL BCO 150 GR 70 X100;CONV;CN605;10;P;30/04/2025;8/05/2019
M102910;394;Calibrado;BRISTOL BCO 150 GR 70 X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M102910;394;Empaque;BRISTOL BCO 150 GR 70 X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M102920;38221;Corte A Rollos;ROLL 80 X 74 THERMAL PAPER;ROLL;RO403;10;P;30/04/2025;24/05/2010
M102920;38221;M.o.d Paletizado;ROLL 80 X 74 THERMAL PAPER;EMPQ;MT001;20;P;30/04/2025;7/12/2006
M102930;38230;Corte A Rollos;ROLL 57 X 30 THERMAL PAPER;ROLL;RO406;10;P;30/04/2025;2/01/2015
M102930;38230;M.o.d Paletizado;ROLL 57 X 30 THERMAL PAPER;EMPQ;MT001;20;P;30/04/2025;7/12/2006
M102940;38248;Corte A Rollos;ROLL 57 X 18 THERMAL PAPER;ROLL;RO406;10;P;30/04/2025;2/01/2015
M102940;38248;M.o.d Paletizado;ROLL 57 X 18 THERMAL PAPER;EMPQ;MT001;20;P;30/04/2025;7/12/2006
M102950;38239;Corte A Rollos;ROLL 57 X 230 THERMAL PAPER;ROLL;RO401;10;P;30/04/2025;18/10/2006
M102950;38239;M.o.d Paletizado;ROLL 57 X 230 THERMAL PAPER;EMPQ;MT001;20;P;30/04/2025;7/12/2006
M102960;38257;Corte A Rollos;ROLL 76 X 30 CARBONLESS;ROLL;RO401;10;P;30/04/2025;18/10/2006
M102960;38257;M.o.d Paletizado;ROLL 76 X 30 CARBONLESS;EMPQ;MT001;20;P;30/04/2025;7/12/2006
M102970;63174;Corte A Rollos;ROLLO 80 X 60 TERMICO 2024;ROLL;RO400;10;P;30/04/2025;18/10/2006
M102970;63174;Preprensa;ROLLO 80 X 60 TERMICO 2024;PREP;PP002;20;C;30/04/2025;14/12/2012
M102980;38095;Corte A Rollos;ROLLO 80 X 60 IMPRESO 48 grs;ROLL;RO400;10;P;30/04/2025;18/10/2006
M102980;38095;Preprensa;ROLLO 80 X 60 IMPRESO 48 grs;PREP;PP002;20;C;30/04/2025;14/12/2012
M102990;73362;Corte A Rollos;ROLLO 80 X 300 MTS 48 GR;ROLL;RO400;10;P;30/04/2025;18/10/2006
M103000;SE6163506;Impresion Bobinas;BO 90 P 9 1/2x3 1/7 SOLS100 N;LIBR;IF004;10;4;30/04/2025;4/09/2023
M103000;SE6163506;Plegado;BO 90 P 9 1/2x3 1/7 SOLS100 N;LIBR;FC156;20;4;30/04/2025;4/09/2012
M103000;SE6163506;Prerpensa;BO 90 P 9 1/2x3 1/7 SOLS100 N;PREP;PP002;30;C;30/04/2025;14/12/2012
M103000;SE6163506;Revision;BO 90 P 9 1/2x3 1/7 SOLS100 N;LIBR;MT003;40;4;30/04/2025;11/10/2016
M103010;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;28/04/2025;17/01/2007
M103010;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;28/04/2025;13/02/2007
M103010;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;28/04/2025;19/01/2013
M103020;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;28/04/2025;17/01/2007
M103020;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;28/04/2025;13/02/2007
M103020;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;28/04/2025;19/01/2013
M103030;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;28/04/2025;17/01/2007
M103030;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;28/04/2025;13/02/2007
M103030;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;28/04/2025;19/01/2013
M103040;1000;Conversion;PAPEL PERIODICO 48,8gr 70 x100;CONV;CN603;10;P;30/04/2025;17/01/2007
M103040;1000;Calibrado;PAPEL PERIODICO 48,8gr 70 x100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103040;1000;Empaque;PAPEL PERIODICO 48,8gr 70 x100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103050;38051;Hojeado;FC 11 3/4 X 8 1/2 FOLLETO 1X1;FORM;FC007;10;P;24/04/2025;18/10/2006
M103050;38051;Fajado;FC 11 3/4 X 8 1/2 FOLLETO 1X1;CONV;MT002;30;P;24/04/2025;19/01/2013
M103050;38051;Preprensa;FC 11 3/4 X 8 1/2 FOLLETO 1X1;PREP;PP001;40;C;24/04/2025;13/02/2007
M103060;76284;Hojeada;HJ 8 1/2 x11 FACTU NATURAL 72g;FORM;FC013;10;P;28/04/2025;14/12/2012
M103060;76284;Preprensa;HJ 8 1/2 x11 FACTU NATURAL 72g;PREP;PP001;20;C;28/04/2025;13/02/2007
M103070;SE5160653;Bobinas Procesadas;BOB QUIM 54,5 9 1/2 X 5 1/2 2P;FORM;FC007;10;4;26/04/2025;18/10/2006
M103080;60653;Colectado De Formas;FC 91/2X 51/2 FC A 2 PARTES IM;FORM;FC150;10;P;29/04/2025;18/10/2006
M103080;60653;Preprensa;FC 91/2X 51/2 FC A 2 PARTES IM;PREP;PP001;20;C;29/04/2025;13/02/2007
M103080;60653;Fajado X 3000;FC 91/2X 51/2 FC A 2 PARTES IM;EMPQ;MT001;30;P;29/04/2025;7/12/2006
M103090;SE7163138;Bobinas Procesadas;BOB EARTH T 110 gr 28*33*16;IFLE;IFX01;10;P;30/04/2025;14/12/2023
M103100;63138;Armado De Bolsas;BOL DOMIC S2 110g CJ;BOLS;BLS03;10;P;30/04/2025;27/07/2022
M103100;63138;Preprensa;BOL DOMIC S2 110g CJ;PREP;PP002;20;C;30/04/2025;14/12/2012
M103110;38312;Hojeado;HJ FORMATO PAPEL PRODISPEL RSM;FORM;FC004;10;P;28/04/2025;18/10/2006
M103130;63505;Corte A Rollos;ROLLO 80 x 80 IMP  1 TINTA;ROLL;RO405;10;P;28/04/2025;14/12/2012
M103130;63505;Preprensa;ROLLO 80 x 80 IMP  1 TINTA;PREP;PP002;20;C;28/04/2025;14/12/2012
M103140;63514;Corte A Rollos;ROLLO 25,4 x 298,5 TERM;ROLL;RO401;10;P;30/04/2025;18/10/2006
M103150;SE7163160;Bobinas Procesadas;BOB EARTH T 81 gr 23.5*33*12;IFLE;IFX01;10;P;28/04/2025;14/12/2023
M103170;63160;Armado De Bolsas;BOLSA FC 23.5 *33*12  81g CAJ;BOLS;BLS03;10;P;28/04/2025;27/07/2022
M103170;63160;Preprensa;BOLSA FC 23.5 *33*12  81g CAJ;PREP;PP002;20;C;28/04/2025;14/12/2012
M103190;62280;Corte A Rollos;ROLLO  80 X 60  TERMICO LITO;ROLL;RO401;10;P;25/04/2025;18/10/2006
M103190;62280;Preprensa;ROLLO  80 X 60  TERMICO LITO;PREP;PP002;20;C;25/04/2025;14/12/2012
M103200;SE5162280;Bobinas Procesadas;BOB TERM 48 gr 79 X 60;FORM;FC007;10;P;30/04/2025;18/10/2006
M103210;73569;Corte A Rollos;"RO PLOTTER 75g 61,5x50M Core2""";ROLL;RO401;10;P;15/04/2025;18/10/2006
M103240;10101;Conversion;BOND BLANCO A.B. 60gr 60 X 90;CONV;CN603;10;P;30/04/2025;17/01/2007
M103240;10101;Guillotina;BOND BLANCO A.B. 60gr 60 X 90;CONV;GL652;20;P;30/04/2025;28/06/2007
M103240;10101;Empaque;BOND BLANCO A.B. 60gr 60 X 90;CONV;MT002;30;P;30/04/2025;19/01/2013
M103250;13821;Conversion;CART OPTIMA NAT 0.48mm 70X59;CONV;CN605;10;P;30/04/2025;8/05/2019
M103250;13821;Calibracion;CART OPTIMA NAT 0.48mm 70X59;CONV;CL001;20;P;30/04/2025;13/02/2007
M103250;13821;Empaque;CART OPTIMA NAT 0.48mm 70X59;CONV;MT002;30;P;30/04/2025;19/01/2013
M103260;28307;Conversion;CART OPTIMA NAT 0.48mm 70X100;CONV;CN605;10;P;30/04/2025;8/05/2019
M103260;28307;Calibracion;CART OPTIMA NAT 0.48mm 70X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103260;28307;Empaque;CART OPTIMA NAT 0.48mm 70X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103270;10101;Conversion;BOND BLANCO A.B. 60gr 60 X 90;CONV;CN605;10;P;30/04/2025;8/05/2019
M103270;10101;Calibrado;BOND BLANCO A.B. 60gr 60 X 90;CONV;CL001;20;P;30/04/2025;13/02/2007
M103270;10101;Empaque;BOND BLANCO A.B. 60gr 60 X 90;CONV;MT002;30;P;30/04/2025;19/01/2013
M103280;68194;Conversion;PGREASEPROOF NAT C1S 315 GR;CONV;CN605;10;P;30/04/2025;8/05/2019
M103280;68194;Calibrado;PGREASEPROOF NAT C1S 315 GR;CONV;CL001;20;P;30/04/2025;13/02/2007
M103280;68194;Empaque;PGREASEPROOF NAT C1S 315 GR;CONV;MT002;30;P;30/04/2025;19/01/2013
M103330;59560;Despique;CARPETA 4 ALETAS No. 52;EMPQ;MT001;10;P;24/04/2025;7/12/2006
M103330;59560;Trqueladora Estampad;CARPETA 4 ALETAS No. 52;PLEG;PLG01;20;P;24/04/2025;23/02/2022
M103330;59560;Click Troquel;CARPETA 4 ALETAS No. 52;PLEG;PLG02;30;C;24/04/2025;15/03/2022
M103330;59560;Labor Manual;CARPETA 4 ALETAS No. 52;EMPQ;MT001;40;P;24/04/2025;7/12/2006
M103360;SE8138321;Impresion Metros Lin;BOB CARTULINA 225GR 7OZ IMP P1;IFLE;IFX01;10;P;29/04/2025;14/12/2023
M103370;SE8238321;Troquelado;TROQ BOB CARTULINA 225G 7OZ P1;VASO;VAS01;10;4;29/04/2025;3/01/2023
M103380;38321;Armado De Vasos;VASO 7 OZ CALIENTE IMP;VASO;VAS02;10;P;30/04/2025;3/01/2023
M103380;38321;Preprensa;VASO 7 OZ CALIENTE IMP;PREP;PP002;20;C;30/04/2025;14/12/2012
M103390;SE8138348;Impresion Metros Lin;BOB CARTULINA IMP 225GR 4OZ P1;IFLE;IFX01;10;P;24/04/2025;14/12/2023
M103420;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN606;10;P;29/04/2025;7/03/2023
M103420;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M103420;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M103430;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN606;10;P;29/04/2025;7/03/2023
M103430;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;29/04/2025;13/02/2007
M103430;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;29/04/2025;19/01/2013
M103440;60;Conversion A Hojas;OFFSET BCO 90 GR 70 X 100;CONV;CN606;10;P;30/04/2025;7/03/2023
M103440;60;Calibracion;OFFSET BCO 90 GR 70 X 100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103440;60;Empaque;OFFSET BCO 90 GR 70 X 100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103450;601;Conversion;P/COTE C2S 300 GR 70 X100;CONV;CN606;10;P;30/04/2025;7/03/2023
M103450;601;Calibracion;P/COTE C2S 300 GR 70 X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103450;601;Empaque;P/COTE C2S 300 GR 70 X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103460;601;Conversion;P/COTE C2S 300 GR 70 X100;CONV;CN606;10;P;30/04/2025;7/03/2023
M103460;601;Calibracion;P/COTE C2S 300 GR 70 X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103460;601;Empaque;P/COTE C2S 300 GR 70 X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103480;SE000713;Borrar;REPROGRAF 75GR 21.6 X 14;CONV;CN603;10;4;30/04/2025;17/01/2007
M103480;SE000713;Guillotina;REPROGRAF 75GR 21.6 X 14;CONV;GL652;20;4;30/04/2025;28/06/2007
M103480;SE000713;Conversión;REPROGRAF 75GR 21.6 X 14;CONV;CN603;30;4;30/04/2025;17/01/2007
M103490;38853;Conversion;FOOPAK GREASEPROOF KIT10 70X50;CONV;CN605;10;P;30/04/2025;8/05/2019
M103490;38853;Guillotina;FOOPAK GREASEPROOF KIT10 70X50;CONV;GL652;20;P;30/04/2025;28/06/2007
M103490;38853;Empaque;FOOPAK GREASEPROOF KIT10 70X50;CONV;MT002;30;P;30/04/2025;19/01/2013
M103500;30728;Conversion;FOOPAK GREASEPROOF K-10 70X100;CONV;CN605;10;P;30/04/2025;8/05/2019
M103500;30728;Calibracion;FOOPAK GREASEPROOF K-10 70X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103500;30728;Empaque;FOOPAK GREASEPROOF K-10 70X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103510;38772;Conversion;EARTH PACK NATURAL 150GR 70X81;CONV;CN605;10;P;30/04/2025;8/05/2019
M103510;38772;Calibrado;EARTH PACK NATURAL 150GR 70X81;CONV;CL001;20;P;30/04/2025;13/02/2007
M103510;38772;Empaque;EARTH PACK NATURAL 150GR 70X81;CONV;MT002;30;P;30/04/2025;19/01/2013
M103520;38772;Conversion;EARTH PACK NATURAL 150GR 70X81;CONV;CN605;10;P;30/04/2025;8/05/2019
M103520;38772;Calibrado;EARTH PACK NATURAL 150GR 70X81;CONV;CL001;20;P;30/04/2025;13/02/2007
M103520;38772;Empaque;EARTH PACK NATURAL 150GR 70X81;CONV;MT002;30;P;30/04/2025;19/01/2013
M103530;38781;Conversion;EARTH PACK NATURAL 150GR 70X99;CONV;CN605;10;P;30/04/2025;8/05/2019
M103530;38781;Calibrado;EARTH PACK NATURAL 150GR 70X99;CONV;CL001;20;P;30/04/2025;13/02/2007
M103530;38781;Empaque;EARTH PACK NATURAL 150GR 70X99;CONV;MT002;30;P;30/04/2025;19/01/2013
M103540;MP25421096;Rebobinad Tecnipapel;OFFSET ALTA BLANCURA 115gr;TERC;TR001;10;C;23/04/2025;22/05/2007
M103550;432;Conversion;EARTH PACK  NATURALOFSET 150;CONV;CN605;10;P;30/04/2025;8/05/2019
M103550;432;Calibrado;EARTH PACK  NATURALOFSET 150;CONV;CL001;20;P;30/04/2025;13/02/2007
M103550;432;Empaque;EARTH PACK  NATURALOFSET 150;CONV;MT002;30;P;30/04/2025;19/01/2013
M103560;MP25420319;Rebobinad Tecnipapel;OFFSET ALTA BLANCURA 115gr;TERC;TR001;10;C;23/04/2025;22/05/2007
M103570;38898;Hojeado;HJ 13,7 x 27 SOR 4902 MAN;LIBR;IF004;10;4;29/04/2025;4/09/2023
M103570;38898;Guillotina Valores;HJ 13,7 x 27 SOR 4902 MAN;LIBR;GL651;20;4;29/04/2025;17/01/2007
M103570;38898;Preprensa;HJ 13,7 x 27 SOR 4902 MAN;PREP;PP002;30;C;29/04/2025;14/12/2012
M103570;38898;Rev-distr-term-empaq;HJ 13,7 x 27 SOR 4902 MAN;LIBR;MT003;40;4;29/04/2025;11/10/2016
M103590;38889;Hojeado;HJ 13,7 x 27 SOR 4903 MAN;LIBR;IF004;10;4;30/04/2025;4/09/2023
M103590;38889;Guillotina Valores;HJ 13,7 x 27 SOR 4903 MAN;LIBR;GL651;20;4;30/04/2025;17/01/2007
M103590;38889;Preprensa;HJ 13,7 x 27 SOR 4903 MAN;PREP;PP002;30;C;30/04/2025;14/12/2012
M103590;38889;Rev-distr-term-empaq;HJ 13,7 x 27 SOR 4903 MAN;LIBR;MT003;40;4;30/04/2025;11/10/2016
M103600;SE8163029;Impresion Metros Lin;BOB CARTULINA 225 GRS 7 ON IMP;IFLE;IFX01;10;4;30/04/2025;14/12/2023
M103610;SE8263029;Troquelado;TROQ CARTULINA 225 GRS 7ON IMP;VASO;VAS01;10;4;30/04/2025;3/01/2023
M103620;63029;Armadora De Vasos;VASO 7 OZ CALIE SERVICIOS;VASO;VAS02;10;P;30/04/2025;3/01/2023
M103630;SE8163458;Impresión Kilos;BOB CARTULINA 245 GRS 7 ON IMP;IFLE;IFX01;10;P;30/04/2025;14/12/2023
M103640;SE8263458;Troquelado;TROQ CARTULINA 245 GRS 7ON IMP;VASO;VAS01;10;4;30/04/2025;3/01/2023
M103650;63458;Armadora De Vasos;VASO 7 OZ CALIENTE BLCO VENDIN;VASO;VAS04;10;P;30/04/2025;3/01/2023
M103660;62858;Hojeado;HOJA 8 1/2 X 11  MARCA DE AGUA;FORM;FC013;10;P;30/04/2025;14/12/2012
M103660;62858;Preprensa;HOJA 8 1/2 X 11  MARCA DE AGUA;PREP;PP001;20;C;30/04/2025;13/02/2007
M103670;97750;Hojeado;HJ 8 1/2 X 11 IMPR POLICROMIA;FORM;FC013;10;P;30/04/2025;14/12/2012
M103670;97750;Preprensa;HJ 8 1/2 X 11 IMPR POLICROMIA;PREP;PP001;20;C;30/04/2025;13/02/2007
M103680;61731;Corte A Rollos;ROLLO 80 X 60 TERMICO;ROLL;RO400;10;P;24/04/2025;18/10/2006
M103680;61731;Preprensa;ROLLO 80 X 60 TERMICO;PREP;PP002;20;C;24/04/2025;14/12/2012
M103690;63484;Corte A Rollos;ROLLO 76 X 30 TERMICO 1 TINTA;ROLL;RO401;10;P;25/04/2025;18/10/2006
M103690;63484;Preprensa;ROLLO 76 X 30 TERMICO 1 TINTA;PREP;PP002;20;C;25/04/2025;14/12/2012
M103700;SE5163484;Bobinas Procesadas;BOB TERM 76 X 30 48 gr IMPRESO;FORM;FC007;10;P;25/04/2025;18/10/2006
M103720;MP83000700;Rebobinad Tecnipapel;ESMALTADOS C1S SBS 250 GR;TERC;TR001;10;C;23/04/2025;22/05/2007
M103730;99785;Conversion;GREASE NAT C1S 315 GR 70 X 106;CONV;CN605;10;P;30/04/2025;8/05/2019
M103730;99785;Calibrado;GREASE NAT C1S 315 GR 70 X 106;CONV;CL001;20;P;30/04/2025;13/02/2007
M103730;99785;Empaque;GREASE NAT C1S 315 GR 70 X 106;CONV;MT002;30;P;30/04/2025;19/01/2013
M103740;SE7138925;Bobinas Procesadas;BOB EARTH PAC 110g 23.5*12 *33;IFLE;IFX01;10;P;25/04/2025;14/12/2023
M103760;SE7138916;Bobinas Procesadas;BOB EARTH 110 gr 28*16*33;IFLE;IFX01;10;P;29/04/2025;14/12/2023
M103830;38844;Click;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA009;10;C;24/04/2025;27/03/2014
M103830;38844;Impresion 4:1;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA002;20;4;24/04/2025;24/07/2012
M103830;38844;Colectado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA005;30;4;24/04/2025;24/07/2012
M103830;38844;Laminado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA006;40;4;24/04/2025;24/07/2012
M103830;38844;Troquelado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA007;50;4;24/04/2025;24/07/2012
M103830;38844;Revision Y Empaque;TAR 8.6x5.4 MEDIO DE PAGO C/B;EMPQ;MT001;60;4;24/04/2025;7/12/2006
M103830;38844;Barniz;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA004;70;4;24/04/2025;24/07/2012
M103850;38790;No Grabar Aqui;RO 76 X 30 QUIMICO 2P IMP 1T;ROLL;RO401;10;P;30/04/2025;18/10/2006
M103850;38790;Preprensa;RO 76 X 30 QUIMICO 2P IMP 1T;PREP;PP001;20;C;30/04/2025;13/02/2007
M103850;38790;Corte A Rollos;RO 76 X 30 QUIMICO 2P IMP 1T;ROLL;RO401;30;P;30/04/2025;18/10/2006
M103860;SE5138790;Bobinas Procesadas;BOB QUIM 54.5gr 76 X 30 2P IMP;FORM;FC007;10;P;30/04/2025;18/10/2006
M103880;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN605;10;P;30/04/2025;8/05/2019
M103880;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103880;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103890;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN605;10;P;30/04/2025;8/05/2019
M103890;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;30/04/2025;13/02/2007
M103890;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;30/04/2025;19/01/2013
M103900;SE7138943;Bobinas Procesadas;BOB EARTH T 90 gr 28*33*16;IFLE;IFX01;10;P;26/04/2025;14/12/2023
M103910;38943;Armado De Bolsas;BOL S2 T-LINNER 90G MANTROQ PC;BOLS;BLS01;10;P;26/04/2025;12/10/2021
M103910;38943;Preprensa;BOL S2 T-LINNER 90G MANTROQ PC;PREP;PP002;20;C;26/04/2025;14/12/2012
M103920;SE8118973;Impresion Metros Lin;BOB CARTULINA 245gr 7OZ IMP P1;IFLE;IFX01;10;P;29/04/2025;14/12/2023
M103930;SE8218973;Troquelado;TROQ CARTULINA 245g 7oz IMP P1;VASO;VAS01;10;4;30/04/2025;3/01/2023
M103940;18973;Armado De Vasos;VASO 7 OZ CALIENTE IMP;VASO;VAS02;10;P;30/04/2025;3/01/2023
M103950;SE5163487;Bobinas Procesadas;BOB QUIM 54,5 gr 9 1/2 X 11 3P;FORM;FC007;10;4;30/04/2025;18/10/2006
M103960;63487;Colectado De Formas;FC 9 1/2 X 11 3P ORDEN TRABAJO;FORM;FC150;10;P;30/04/2025;18/10/2006
M103960;63487;Preprensa;FC 9 1/2 X 11 3P ORDEN TRABAJO;PREP;PP001;20;C;30/04/2025;13/02/2007
M103990;62797;Corte A Rollos;ROLLO 80 X 60  IMPRESO;ROLL;RO400;10;P;25/04/2025;18/10/2006
M103990;62797;Preprensa;ROLLO 80 X 60  IMPRESO;PREP;PP002;20;C;25/04/2025;14/12/2012
M104020;SE5136899;Bobinas Procesadas;BOB TERM LITO 48gr 79 X 60;FORM;FC007;10;P;25/04/2025;18/10/2006
M104140;393;Conversion;BRISTOL VERDE 150 GR 70 X100;CONV;CN606;10;P;30/04/2025;7/03/2023
M104140;393;Calibracion;BRISTOL VERDE 150 GR 70 X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M104140;393;Empaque;BRISTOL VERDE 150 GR 70 X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M104150;440;Conversion;BRISTOL ROSADO 150 GR 70 X100;CONV;CN606;10;P;30/04/2025;7/03/2023
M104150;440;Calibracion;BRISTOL ROSADO 150 GR 70 X100;CONV;CL001;20;P;30/04/2025;13/02/2007
M104150;440;Empaque;BRISTOL ROSADO 150 GR 70 X100;CONV;MT002;30;P;30/04/2025;19/01/2013
M104160;391;Conversion;BRISTOL CANARIO 150 GR 70 X100;CONV;CN606;10;P;30/04/2025;7/03/2023
M104160;391;Calibrado;BRISTOL CANARIO 150 GR 70 X100;CONV;CL001;20;P;30/04/2025;13/02/2007
