Artículo;Descripción:;U/M almacenamiento;Peso unitario;U/M de peso;Gramaje;Ancho;Altura;UM dimensional;Área M2;Fecha de creación
SE2184270;OFFS 75gr 69,5X97,1cm IMP 0:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2282084;OFFS 75gr 83,5X55,6cm IMP 2:1;UN;34,82;GR;75;83,5;55,6;CM;0,464;4/06/2007
SE2282103;OFFS 75gr 59,2X98cm IMP 4:0;UN;43,365;GR;75;59;98;CM;0,578;4/06/2007
SE2282267;OFFS 75gr 83,3X63,5cm IMP 2:1;UN;39,672;GR;75;83,3;63,5;CM;0,529;4/06/2007
SE2282287;OFFS 75gr 83X50,5cm IMP 2:1;UN;31,436;GR;75;83;50,5;CM;0,419;4/06/2007
SE2284213;OFFS 75gr 48,3X72,5cm IMP 1:1;UN;26,263;GR;75;48,3;72,5;CM;0,35;4/06/2007
SE2284214;OFFS 75gr 69,5X97,1cm IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2284269;OFFS 75gr 69,5X97,1cm IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2284270;OFFS 75gr 69,5X97,1cm IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2382267;OFFS 75gr 83,3X63,5cm IMP 4:1;UN;39,672;GR;75;83,3;63,5;CM;0,529;4/06/2007
SE2382287;OFFS 75gr 83X50,5cm IMP 3:1;UN;31,436;GR;75;83;50,5;CM;0,419;4/06/2007
SE2384214;OFFS 75gr 69,5X97,1cm IMP 4:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2384269;OFFS 75gr 69,5X97,1cm IMP 4:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2384270;OFFS 75gr 69,5X97,1cm IMP 4:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;4/06/2007
SE2182290;OFFS 75gr 59,2X98cm IMP 2:0;UN;43,365;GR;75;59;98;CM;0,578;27/06/2007
SE2182308;OFFS 75gr 59,2X98cm IMP 2:0;UN;43,365;GR;75;59;98;CM;0,578;27/06/2007
SE2182309;OFFS 75gr 83,5X55,6cm IMP 0:1;UN;34,82;GR;75;83,5;55,6;CM;0,464;27/06/2007
SE2282290;OFFS 75gr 59,2X98cm IMP 4:0;UN;43,365;GR;75;59;98;CM;0,578;27/06/2007
SE2282308;OFFS 75gr 59,2X98cm IMP 4:0;UN;43,365;GR;75;59;98;CM;0,578;27/06/2007
SE2282309;OFFS 75gr 83,5X55,6cm IMP 2:1;UN;34,82;GR;75;83,5;55,6;CM;0,464;27/06/2007
SE2382309;OFFS 75gr 83,5X55,6cm IMP 4:1;UN;34,82;GR;75;83,5;55,6;CM;0,464;27/06/2007
SE382290;TROQ OFFS75gr 23,5X15cm COMCEL;UN;5,806;GR;75;23,5;15;CM;0,077;27/06/2007
SE382308;TROQ OFFS75gr 23,5X15cm COMCEL;UN;5,806;GR;75;23,5;15;CM;0,077;27/06/2007
SE382309;TROQ OFFS75gr 23,4X12cm PROTEC;UN;4,822;GR;75;0;0;CM;0,064;27/06/2007
SE5186034;"BOB FOR60gr 7 1/3"" IMP Banco";UN;1,041;GR;60;7,333;3,667;IN;0,017;27/06/2007
SE5187458;"BOB FOR60gr 9 1/2"" x 13""IMP1:0";UN;4,781;GR;60;9,5;13;IN;0,08;27/06/2007
SE2182293;OFFS 75 gr 68 x 98 cm IMP 1:0;UN;49,98;GR;75;68;98;CM;0,666;28/06/2007
SE2184293;IMP BOB 150gr18x17cm1:0 CAPERU;UN;97,44;GR;150;70;87;CM;0,609;28/06/2007
SE382293;TROQ OFFS75gr 23,5X15cm DAVIVI;UN;5,859;GR;75;0;0;;0,078;28/06/2007
SE384293;TROQ BRISTOL 150gr 38,2 X 23cm;UN;0,028;KG;150;38,2;23;CM;0,18;28/06/2007
SE5181187;BOB TCO 55gr 48,3 cm IMP 1:1;KG;1;KG;55;48,3;3764,352;CM;18,182;28/06/2007
SE5187460;"BOB QCO CB 9 1/2""X11""IMP Droco";UN;3,641;GR;54;9,5;11;IN;0,067;28/06/2007
SE000082;BOND BCO 75 gr 28,7 X 29cm;UN;6,242;GR;75;28,7;29;CM;0,083;29/06/2007
SE000083;BOND BCO 75 gr 48 X 54,3cm;UN;19,548;GR;75;48;54,3;CM;0,261;29/06/2007
SE000084;BOND BCO 75 gr 68,5 X 98 cm;UN;50,347;GR;75;68,5;98;CM;0,671;29/06/2007
SE000085;BOND BCO 75 gr 70,5 X 88,5 cms;UN;46,794;GR;75;70,5;88,5;CM;0,624;29/06/2007
SE000086;BOND BCO 75 gr 87 X 57 cm;UN;35,888;GR;75;87;55;CM;0,479;29/06/2007
SE000087;BRISTOL BCO 160 gr 70 X 100 cm;UN;112;GR;160;70;100;CM;0,7;29/06/2007
SE000088;COPIA BCO 35 gr 70 X 100 cm;UN;24,5;GR;35;70;100;CM;0,7;29/06/2007
SE000089;ECOLOGICO 60 gr 55 X 85 cm;UN;28,05;GR;60;55;85;CM;0,467;29/06/2007
SE000090;ECOLOGICO 60 gr 66,9 X 95 ,6;UN;38,374;GR;60;66,9;95,6;CM;0,639;30/06/2007
SE000091;MANILA 60 gr 57 X 132,2 cm;UN;45,212;GR;60;57;132,2;CM;0,753;30/06/2007
SE000092;OFFS BCO 75 gr 48 X 72,5 cm;UN;26,1;GR;75;48;72,5;CM;0,348;30/06/2007
SE000093;OFFS BCO 75 gr 59,2 X 83,5 cm;UN;37,34;GR;75;59,2;84,1;CM;0,497;30/06/2007
SE000094;OFFS BCO 75 gr 69 X 86 cm;UN;44,505;GR;75;69;86;CM;0,594;30/06/2007
SE000095;OFFS BCO 75 gr 72,5 X 48,3 cm;UN;26,263;GR;75;72,5;48,3;CM;0,35;30/06/2007
SE000096;OFFS BCO 75 gr 69 X 98 cm;UN;50,715;GR;75;69;98;CM;0,676;30/06/2007
SE000097;OFFS BCO 75 gr 83 X 50,3 cm;UN;31,436;GR;75;83;50,3;CM;0,417;30/06/2007
SE000098;OFFS BCO 75 gr 98 X 68,5 cm;UN;50,35;GR;75;98;68,5;CM;0,671;30/06/2007
SE000099;OFFS BCO 75 gr 99 X 71,2 cm;UN;52,87;GR;75;99;71,2;CM;0,705;30/06/2007
SE000100;OFFS BCO 90 gr 89 X 50,3 cm;UN;40,29;GR;90;89;50,3;CM;0,448;30/06/2007
SE000101;OFFSET A.B. 115 gr 49 x 72,5 c;UN;40,854;GR;115;49;72,5;CM;0,355;30/06/2007
SE000102;REPROGRAF 75 gr 86 X 68,3 cm;UN;44,05;GR;75;86;68,3;CM;0,588;30/06/2007
SE000103;MANILA 75 gr 73 X 114,2 cm;UN;62,525;GR;75;73;114,2;CM;0,834;30/06/2007
SE000104;MANILA 75 gr 73 X 125,6 cm;UN;68,766;GR;75;73;125,6;CM;0,917;30/06/2007
SE000105;MANILA 75 gr 90 X 57 cm;UN;38,48;GR;75;90;57;CM;0,513;30/06/2007
SE000106;MANILA 75 gr 96 X 64 cm;UN;46,08;GR;75;96;64;CM;0,614;30/06/2007
SE000107;MANILA 75 gr 98 X 64 cm;UN;47,04;GR;75;98;64;CM;0,627;30/06/2007
SE000108;FOLDERS 250 gr 70 X 100 cm;UN;175;GR;250;70;100;CM;0,7;30/06/2007
SE000109;PAPEL KIMBERLY 90 gr 70 X 100;UN;63;GR;90;70;100;CM;0,7;30/06/2007
SE000110;TYVEK 1056D 55 gr 101,6 X 70 c;UN;39,116;GR;55;101,6;70;CM;0,711;30/06/2007
SE000111;TYVEK 1056D 55 gr 101,6 X 98,4;UN;54,986;GR;55;101,6;98,4;CM;1;30/06/2007
SE000112;TYVEK 54,3 gr 101,6 X 70 cm;UN;38,618;GR;54,3;101,6;70;CM;0,711;30/06/2007
SE5186666;"Bob Quim Mez 8 1/2"" Cafioccide";UN;1,644;GR;54,5;8,5;5,5;;0,03;30/06/2007
SE5186784;"BOB QUIM MEZ 9 1/2"" Supra";UN;3,641;GR;54;9,5;11;IN;0,067;30/06/2007
SE2182119;OFFS 75gr 83,5x55,6cm IMP 2:0;UN;39,672;GR;75;83,3;63,5;CM;0,529;1/07/2007
SE2182307;OFFS 75gr 83,5x55,6cm IMP 2:0;UN;39,672;GR;75;83,3;63,5;CM;0,529;1/07/2007
SE2182310;OFFS 75gr 59,2X98cm IMP 2:0;UN;43,365;GR;75;59;98;CM;0,578;1/07/2007
SE2282310;OFFS 75gr 59,2X98cm IMP 4:0;UN;43,365;GR;75;59;98;CM;0,578;1/07/2007
SE382119;TROQ BOND 75gr 23,4x12 B.SANTA;UN;4,823;GR;75;23,4;12;;0,064;1/07/2007
SE382307;TROQ BOND 75 gr 23,4 X 12 cm;UN;4,823;GR;75;23,4;12;;0,064;1/07/2007
SE382310;TROQ OFFS75gr 23,5X15cm COMCEL;UN;5,806;GR;75;23,5;15;CM;0,077;1/07/2007
SE5181195;BOB TCO 55gr 48,3 cm IMP 1;KG;1;KG;55;48,3;3764,352;CM;18,18;1/07/2007
SE2197150;"OFFS 90gr HOJA 8 1/2""";UN;22,983;GR;90;45,7;55,88;CM;0,255;2/07/2007
SE5186198;"BOB FORMAS 60gr 7  7/16"" IMP";UN;1,056;GR;60;7,438;3,667;IN;0,018;2/07/2007
SE5186774;"BOB QUIM  9"" IMP";UN;1,74;GR;54,5;9;5,5;IN;0,032;2/07/2007
SE5186787;"BOB QUIM  8  1/2"" IMP";UN;2,192;GR;54,5;8,5;7,333;IN;0,04;2/07/2007
SE5186798;"BOB QUIM  13  5/8"" IMP";UN;1,757;GR;54,5;13,625;3,667;IN;0,032;2/07/2007
SE5186842;"BOB QUIM  9  1/2"" IMP";UN;2,839;GR;54,5;9,5;8,5;IN;0,052;2/07/2007
SE5186859;BOB QUIM 17 7/8 X 8 1/2 P1-P2;UN;5,341;GR;54,5;17,875;8,5;IN;0,098;2/07/2007
SE5186984;"BOB FORMAS 60gr 9  1/2"" IMP";UN;4,045;GR;60;9,5;11;IN;0,067;2/07/2007
SE5187019;"BOB QUIM 9 1/2"" IMP";UN;0,946;GR;54,5;9,5;2,833;IN;0,017;2/07/2007
SE5187068;"BOB FORMAS 60gr 7  7/16"" IMP";UN;1,056;GR;60;7,438;3,667;IN;0,018;2/07/2007
SE5187307;BOB QUIM 54,5 gr 5 2/3 x 3 2/3;UN;0,719;GR;53,6;5,667;3,667;IN;0,013;2/07/2007
SE5187323;"BOB QUIM 9 1/2"" IMP";UN;1,82;GR;54;9,5;5,5;IN;0,034;2/07/2007
SE5187328;"BOB QUIM 14  7/8"" IMP";UN;4,405;GR;54;14,875;8,5;IN;0,082;2/07/2007
SE5187442;"BOB QUIM 5 3/4"" IMP";UN;1,094;GR;53,6;5,75;5,5;IN;0,02;2/07/2007
SE5187444;"BOB QUIM 8  1/2"" IMP";UN;3,288;GR;54,5;8,5;11;IN;0,06;2/07/2007
SE5187445;"BOB QUIM 14  7/8"" IMP";UN;4,405;GR;54;14,875;8,5;IN;0,082;2/07/2007
SE5187446;"BOB QUIM 11 3/4"" IMP";UN;3,512;GR;54,5;11,75;8,5;IN;0,064;2/07/2007
SE5187447;"BOB QUIM 9  1/2"" IMP";UN;2,839;GR;54,5;9,5;8,5;IN;0,052;2/07/2007
SE5187448;"BOB QUIM 9  1/2"" IMP";UN;1,82;GR;54;9,5;5,5;IN;0,034;2/07/2007
SE5187449;"BOB QUIM 7"" x 2 3/4 IMP";UN;0,677;GR;54,5;7;2,75;IN;0,012;2/07/2007
SE5187450;"BOB QUIM 8  1/2"" IMP";UN;1,086;GR;54;8,5;3,667;IN;0,02;2/07/2007
SE5187452;"BOB QUIM 8  1/2"" IMP";UN;2,54;GR;54,5;8,5;8,5;IN;0,047;2/07/2007
SE5187453;"BOB QUIM 8 "" IMP";UN;2,358;GR;53,75;8;8,5;IN;0,044;2/07/2007
SE5187454;"BOB QUIM 8  1/2"" IMP";UN;1,621;GR;53,75;8,5;5,5;IN;0,03;2/07/2007
SE5187455;"BOB QUIM 9  1/2"" IMP";UN;3,674;GR;54,5;9,5;11;IN;0,067;2/07/2007
SE5187459;"BOB FORMAS 60GR 9  1/2"" IMP";UN;4,045;GR;60;9,5;11;IN;0,067;2/07/2007
SE5187461;"BOB QUIM 8  1/2"" IMP";UN;2,192;GR;54,5;8,5;7,33;IN;0,04;2/07/2007
SE5187463;"BOB QUIM 11  1/4"" IMP";UN;2,874;GR;54;11,25;7,33;IN;0,053;2/07/2007
SE5187464;"BOB QUIM 6""  IMP";UN;1,793;GR;54,5;6;8,5;IN;0,033;2/07/2007
SE5187465;"BOB QUIM 9  1/2"" IMP";UN;1,82;GR;54;9,5;5,5;IN;0,034;2/07/2007
SE5187466;"BOB FORMAS 60GR 9  1/2"" IMP";UN;4,781;GR;60;9,5;13;IN;0,08;2/07/2007
SE5187467;"BOB FORMAS 60GR 9  1/2"" IMP";UN;4,781;GR;60;9,5;13;IN;0,08;2/07/2007
SE5187469;"BOB FORMAS 60GR 9  1/2"" IMP";UN;4,045;GR;60;9,5;11;IN;0,067;2/07/2007
SE5187470;"BOB FORMAS 60GR 9  1/2"" IMP";UN;2,023;GR;60;9,5;11;IN;0,034;2/07/2007
SE5188022;"BOB QUIM 8"" IMP";UN;1,022;GR;54;8;3,667;IN;0,019;2/07/2007
SE5188024;"BOB QUIM 9"" IMP";UN;1,16;GR;54,5;9;3,667;IN;0,021;2/07/2007
SE797150;"OFFS 90 gr HOJA 8 1/2""";UN;22,983;GR;90;45,7;55,88;CM;0,255;2/07/2007
SE797151;"LASER 75 gr HOJA 8 1/2""";UN;22,983;GR;75;45,7;55,88;CM;0,255;2/07/2007
SE797152;"OFFSET 75 gr HOJA 14 """;UN;6,121;GR;75;37,8;21,59;CM;0,082;2/07/2007
SE000113;BOND BCO 60 gr 70 X 100 cm;UN;42;GR;60;70;100;CM;0,7;3/07/2007
SE000114;OFFSET BCO 75 gr 68,8 X 81 cm;UN;38,758;GR;75;63,8;81;CM;0,516;3/07/2007
SE000115;OFFSET BCO 90 gr 89 X 50,3 cm;UN;40,29;GR;90;89;50,3;CM;0,447;3/07/2007
SE000116;REPROGRAF AB 75 gr 21,6 X 33 c;UN;5,346;GR;75;21,6;33;CM;0,071;3/07/2007
SE000117;REPROGRAF AB 75 GRS 43.2 X 28;UN;9,072;GR;75;43,2;28;CM;0,121;3/07/2007
SE000118;BRISTOL BCO 150 GR 70 X 100 CM;UN;105;GR;150;70;100;CM;0,7;3/07/2007
SE2182313;BOND 75gr 83,5x55,6 cm IMP 2:0;UN;34,82;GR;75;83,5;55,6;CM;0,464;6/07/2007
SE300030;TROQ OFFS75gr 23,5X15 DIAMANTE;UN;5,806;GR;75;0;0;;0,077;6/07/2007
SE382313;TROQ BOND75gr 23,4X12cm SANTAN;UN;5,859;GR;75;0;0;;0,078;6/07/2007
SE5180159;BOB BOND 60gr 48,3cm IMP 1:1;KG;1;KG;60;48,3;3450,656;CM;16,667;6/07/2007
SE5181201;BOB TCO 55gr 48,3 cm IMP 0:4;KG;1;KG;55;48,3;3764,352;CM;18,182;6/07/2007
SE5187310;"BOB FORMAS 60gr 9 1/2"" IMP";UN;4,781;GR;60;9,5;13;IN;0,08;6/07/2007
SE5187243;"BOB QCO 14 7/8"" IMP - DISOR";UN;2,85;GR;54;14,875;5,5;IN;0,053;7/07/2007
SE5187473;"BOB FORMAS 75gr 9"" IMP PAGARE";UN;4,79;GR;75;9;11;IN;0,064;7/07/2007
SE5187474;"BOB FORMAS 75gr 9"" IMP PAGARE";UN;4,79;GR;75;9;11;IN;0,064;7/07/2007
SE5187475;"BOB FORMAS 75gr 9"" IMP PAGARE";UN;4,79;GR;75;9;11;IN;0,064;7/07/2007
SE5187476;"BOB FORMAS 75gr 9"" IMP PAGARE";UN;4,79;GR;75;9;11;IN;0,064;7/07/2007
SE782287;OFFS 75gr 48,3X55,88cm IMP 3:1;UN;20,243;GR;75;48,3;55,88;CM;0,27;7/07/2007
SE300031;TROQ OFFS75gr21,5X11,5DIAMANTE;UN;3,896;GR;75;0;0;;0,052;10/07/2007
SE000119;OFFSET BCO 75 gr 52 X 54,5 cm;UN;21,25;GR;75;52;54,5;CM;0,283;11/07/2007
SE2197027;"OFFS 90gr HOJA 8 1/2""";UN;22,983;GR;90;45,7;55,88;CM;0,255;11/07/2007
SE797027;"OFFS 90 gr HOJA 8 1/2""";UN;22,983;GR;90;45,7;55,88;CM;0,255;11/07/2007
SE2197101;BOND 90gr 49x55,88cm IMP 4:2;UN;24,643;GR;90;49;55,88;CM;0,274;12/07/2007
SE2297101;BOND 90gr 49x55,88cm IMP 4:4;UN;24,643;GR;90;49;55,88;CM;0,274;12/07/2007
SE5186503;"BOB QCO MDO 9 1/2"" X 11""";UN;3,624;GR;53,75;9,5;11;IN;0,067;13/07/2007
SE5186752;"BOB QCO MDO 9 1/2"" X 11""";UN;3,641;GR;54;9,5;11;IN;0,067;13/07/2007
SE5186785;BOB TCO 105gr 33 cm Perforada;KG;1;KG;105;33;0;CM;9,524;13/07/2007
SE5187478;"BOB QCO MDO 53gr 9 1/2"" IMP";UN;1,787;GR;53;9,5;5,5;IN;0,034;13/07/2007
SE5187481;"BOB QUIM MDO 9 1/2"" X 3 2/3""";UN;1,191;GR;53;9,5;3,667;IN;0,022;13/07/2007
SE5187482;"BOB QUIM MDO 10 5/8"" X 3 2/3""";UN;1,332;GR;53;10,625;3,667;IN;0,025;13/07/2007
SE797183;"HJ 14"" X 8 1/2"" 75 gr";UN;5,758;GR;75;14;8,5;IN;0,077;13/07/2007
SE797184;"HJ 14"" X 8 1/2"" 75 gr";UN;5,758;GR;75;14;8,5;IN;0,077;13/07/2007
SE5186879;"BOB QCO MDO 9 1/2"" X 11""";UN;3,641;GR;54;9,5;11;IN;0,067;16/07/2007
SE5186904;"BOB QCO MDO 11 1/2"" X 8 1/2""";UN;3,405;GR;54;11,5;8,5;IN;0,063;16/07/2007
SE5187164;"BOB QCO MDO 7 7/16"" X 2 3/4""";UN;0,706;GR;53,5;7,438;2,75;IN;0,013;16/07/2007
SE5187239;"BOB QCO MDO 8 1/2"" X 2 3/4""";UN;0,808;GR;53,6;8,5;2,75;IN;0,015;16/07/2007
SE5187297;"BOB QCO MDO 9 1/2"" X 11""";UN;3,624;GR;53,75;9,5;11;IN;0,067;16/07/2007
SE5187479;"BOB FOR 60gr 9 1/2"" X 11""";UN;4,045;GR;60;9,5;11;IN;0,067;16/07/2007
SE5187480;"BOB FOR 60gr 9 1/2"" X 11""";UN;4,045;GR;60;9,5;11;IN;0,067;16/07/2007
SE5187484;"BOB FOR 60gr 9 1/2"" X 13""";UN;4,781;GR;60;9,5;13;IN;0,08;16/07/2007
SE5187165;"BOB QCO MDO 7 7/16"" X 2 3/4""";UN;0,706;GR;53,5;7,438;2,75;IN;0,013;17/07/2007
SE5187336;"BOB QCO MDO 8 1/2"" X 11""";UN;3,288;GR;54,5;8,5;11;IN;0,06;17/07/2007
SE5187367;"BOB QCO MDO 6 3/4"" X 8 1/2""";UN;2,017;GR;54,5;6,75;8,5;IN;0,037;17/07/2007
SE2182319;OFFS 75gr 59,2X98cm IMP 2:0;UN;43,365;GR;75;59;98;CM;0,578;19/07/2007
SE2282319;OFFS 75gr 59,2X98cm IMP 4:0;UN;43,365;GR;75;59;98;CM;0,578;19/07/2007
SE382319;TROQ OFFS75gr 23,5X15cm COMCEL;UN;5,859;GR;75;0;0;CM;0,078;19/07/2007
SE5186136;"BOB QCO MDO 9 1/2"" X 7 1/3""";UN;2,409;GR;53,6;9,5;7,333;IN;0,045;19/07/2007
SE5187082;"BOB FOR60gr 7 7/16"" X 3 2/3""";UN;1,056;GR;60;7,438;3,667;IN;0,017;19/07/2007
SE5187296;"BOB QUIM MDO 10 5/8"" X 11""";UN;4,109;GR;54,5;10,625;11;IN;0,075;19/07/2007
SE5187477;"BOB FOR60gr 7 7/16"" X 3 2/3""";UN;1,056;GR;60;7,438;3,667;IN;0,018;23/07/2007
SE5187486;"BOB FOR60gr 9 1/6"" X 2 3/4""";UN;0,976;GR;60;9,167;2,75;IN;0,016;23/07/2007
SE5187487;BOB QUIM 54,5gr 5 2/3 X 4 1/4;UN;2,409;GR;53,6;5,67;4,25;IN;0,016;23/07/2007
SE2182260;OFFS 75gr 83,3X63,5cm IMP 1:0;UN;39,672;GR;75;83,3;63,5;CM;0,529;24/07/2007
SE382260;TROQ OFFS75gr 23,7X14,5cm SUPE;UN;5,531;GR;75;23,7;14,5;CM;0,073;24/07/2007
SE797187;LASER 75 gr HJ 45,7 X 55,88 cm;UN;20,43;GR;75;45,7;55,88;CM;0,255;24/07/2007
SE5187110;"BOB QCO MDO 9 1/2"" X 8 1/2""";UN;2,761;GR;53;9,5;8,5;IN;0,052;25/07/2007
SE797188;LASER 75 gr HJ 45,7 X 55,88 cm;UN;20,43;GR;75;45,7;55,88;CM;0,255;25/07/2007
SE7193613;"HJ 17"" X 11"" REGLAMENT CTA CTE";UN;9,048;GR;75;17;11;IN;0,121;26/07/2007
SE7293613;HJ 8 1/2 X11 REGLAMENT CTA CTE;UN;4,524;KG;75;8,5;11;IN;0,06;26/07/2007
SE2182321;OFFS 75gr 83,3X63,5cm IMP 0:1;UN;39,672;GR;75;83,3;63,5;CM;0,529;27/07/2007
SE2282321;OFFS 75gr 83,3X63,5cm IMP 2:1;UN;39,672;GR;75;83,3;63,5;CM;0,529;27/07/2007
SE2382321;OFFS 75gr 83,3X63,5cm IMP 4:1;UN;39,672;GR;75;83,3;63,5;CM;0,529;27/07/2007
SE382321;TROQ OFFS75gr 23,7X14,5cm AV V;UN;5,531;GR;75;23,7;14,5;CM;0,074;27/07/2007
SE5186881;"BOB QCO MDO 9 1/2"" X 5 1/2""";UN;1,837;GR;54,5;9,5;5,5;IN;0,034;27/07/2007
SE5187488;"BOB QCO MDO 9 1/2"" X 7 1/3""";UN;2,427;GR;54;9,5;7,333;IN;0,045;27/07/2007
SE5187490;"BOB QCO MDO 9 1/2"" X 11""";UN;3,64;GR;54;9,5;11;IN;0,067;27/07/2007
SE5186498;"BOB FOR 60gr 8"" X 8 1/2""";UN;2,632;GR;60;8;8,5;IN;0,044;30/07/2007
SE2197166;OFFS 90gr 45,7X55,88cm IMP 4:2;UN;22,983;GR;90;45,7;55,88;CM;0,255;1/08/2007
SE5186347;"BOB FOR 60gr 7 1/3"" X 2 3/4""";UN;0,781;GR;60;7,333;2,75;IN;0,013;1/08/2007
SE797166;OFFS 90gr 45,7X55,88cm IMP 4:0;UN;22,983;GR;90;45,7;55,88;CM;0,255;1/08/2007
SE5187370;"BOB FOR60gr 6 1/2"" X 5 1/2""";UN;1,384;GR;60;6,5;5,5;IN;0,023;3/08/2007
SE5187491;"BOB QCO MDO 7 7/16"" X 8 1/2""";UN;2,223;GR;54,5;7,437;8,5;IN;0,041;3/08/2007
SE000120;MANILA PREMIUM 75 gr 98 X 107;UN;78,645;GR;75;98;107;CM;1,049;6/08/2007
SE2184318;OFFS 75gr 69,5X97,1cm IMP 0:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;6/08/2007
SE2284318;OFFS 75gr 69,5X97,1cm IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;6/08/2007
SE2384318;OFFS 75gr 69,5X97,1cm IMP 3:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;6/08/2007
SE384318;TROQ OFFS75gr 22,5X29cm COOPET;UN;10,995;GR;75;0;0;CM;0,146;6/08/2007
SE5187492;"BOB FORMAS 60gr 9 1/2""x 11 IMP";UN;4,045;GR;60;9,5;11;IN;0,067;6/08/2007
SE5187493;"BOB FORMAS 60gr 9 1/2"" X13 IMP";UN;4,781;GR;60;9,5;13;IN;0,08;6/08/2007
SE000121;NATURAL 65 gr 57 X 132,2;UN;48,98;GR;65;57;132,2;CM;0,754;8/08/2007
SE000122;OFFSET BCO 75 gr 63,8 X 81 cm;UN;38,775;GR;75;63,8;81;CM;0,517;9/08/2007
SE5187122;"BOB QUIM 9 1/2"" IMP";UN;3,708;GR;55;9,5;11;IN;0,067;10/08/2007
SE5186688;BOB FORM 60 gr 9 1/2 X 11 UNIL;UN;3,62;GR;60;9,5;11;IN;0,067;13/08/2007
SE5187339;BOB QUIM 54 gr 13 5/8 X 8 1/2;UN;4,073;GR;54,5;13,625;8,5;IN;0,075;13/08/2007
SE5187494;BOB QUIM 9 X 5 1/2 INFORM TRAN;UN;1,74;GR;54,5;9;5,5;IN;0,032;13/08/2007
SE5187495;BOB QCO MDO 8 1/2 X 3 2/3 CONS;UN;1,097;GR;54,5;8,5;3,667;IN;0,02;13/08/2007
SE2182322;OFFS 75 gr 68 x 98 cm IMP 1:0;UN;49,98;GR;75;68;98;CM;0,666;14/08/2007
SE382322;TROQ OFFS75gr 23,5X15cm DAVIVI;UN;5,859;GR;75;0;0;;0,078;14/08/2007
SE5186418;BOB FORM 60 gr 9 1/2 X 7 1/3;UN;2,695;GR;60;9,5;7,333;IN;0,045;14/08/2007
SE5186963;BOB QUIM 9 1/2 X 11 54,5  gr;UN;3,65;GR;54,5;9,5;11;IN;0,067;14/08/2007
SE5187496;BOB QUIM 9 1/2 X 11 54,5 gr;UN;3,65;GR;54,5;9,5;11;IN;0,067;15/08/2007
SE2183003;OFFS 75gr 83,5x55,6cm IMP 3:0;UN;34,8;GR;75;83,3;55,6;CM;0,464;16/08/2007
SE2283003;OFFS 75gr 83,5X55,6cm IMP 3:0;UN;34,82;GR;75;83,5;55,6;CM;0,464;16/08/2007
SE383003;TROQ BOND 75 gr 23,4 X 12 cm;UN;4,823;GR;75;23,4;12;;0,063;16/08/2007
SE5181156;BOB TERM 80 X 60 55 gr IMPRESO;KG;1;KG;55;8;6000;CM;18,182;16/08/2007
SE5187268;BOB QUIM 9 1/2 X 7 1/3 54,5 gr;UN;2,449;GR;54,5;9,5;7,333;IN;0,045;16/08/2007
SE5181049;BOB TERM 80 X 450 IMP CARLOS S;KG;1;KG;55;8;45000;CM;18,182;17/08/2007
SE5187124;BOB FORM 9 1/2 X 11 60 gr IMP;UN;3,65;GR;60;9,5;11;IN;0,067;17/08/2007
SE5188026;BOB QUIM 8 X 2 5/6 24711 CONS;UN;0,797;GR;54,5;8;2,833;IN;0,015;21/08/2007
SE5188027;BOB QUIM 7 X 3 2/3 24715 TRASL;UN;0,903;GR;54,5;7;3,667;IN;0,017;21/08/2007
SE5188028;BOB QUIM 9 X 3 2/3 24707 COMPR;UN;1,161;GR;54,5;9;3,667;IN;0,021;21/08/2007
SE5188029;BOB QUIM 8 X 3 2/3 24756 CONS;UN;1,032;GR;54,5;8;3,667;IN;0,019;21/08/2007
SE5193619;BOB QUIM 7 1/3 X 3 2/3 24704;UN;0,946;GR;54,5;7,333;3,667;IN;0,017;21/08/2007
SE5193624;BOB QUIM 6 3/4 X 2 3/4 24703;UN;0,654;GR;54,5;6,75;2,75;IN;0,012;21/08/2007
SE5186609;BOB FORM 60 gr 7 1/3 X 3 1/7;UN;0,893;GR;60;7,333;3,143;IN;0,015;22/08/2007
SE5186757;BOB QUIM 9 1/2 X 11 54,5 gr;UN;3,65;GR;54,5;9,5;11;IN;0,067;22/08/2007
SE5187375;BOB FORM 60 gr 9 1/2 X 11 IMP;UN;3,62;GR;60;9,5;11;IN;0,06;22/08/2007
SE5187499;BOB FORM 75 gr 9 X 11 PAGARE C;UN;4,79;GR;75;9;11;IN;0,064;22/08/2007
SE5186416;BOB FORM 60 gr 9 1/2 X 11 IMP;UN;4,045;GR;60;9,5;11;IN;0,067;23/08/2007
SE5186545;BOB QUIM 54,5 gr 14 7/8 X 5 1/;UN;2,862;GR;54;14,876;5,5;IN;0,053;23/08/2007
